,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
14,7,89938,0,28,89917,0,1439,0,0,0,0,0,0,0,338,114,65,955,10673,0,0,0,9387,0,499,0,185,19,261,134,0,6762,556,0,5,0,285,0,0,107,1,1,10,2,1,1,1,2,24,0,2,31,0,21,51,31883,38572,19490,375,12,0,0,0,0,0,0,356,172,1703,1177,11332,0,0,0,9476,0,463,0,262,31,263,475,3,6960,7274,0,10,0,286,0,0,88,20,0,10,1,1,1,0,1,17,0,2,25,0,27,75,41186,31821,16938,52655,35821,1345,0,124,0,78929,33634,6747,40713,27684,63783,151,26011,57554,28588,2933,754,116,37750,33417,15829,2409,540,1
15,15,78044,0,15,78044,0,1004,0,0,0,0,0,0,0,354,118,34,743,8167,0,0,0,11531,0,339,0,137,6,130,130,0,7590,432,0,17,0,222,0,0,55,0,8,6,0,0,0,0,0,55,0,0,52,1,157,87,31093,27036,19930,367,12,1,0,0,2,1,0,391,149,1543,829,8324,0,1,2,11774,0,331,0,198,21,124,316,0,7784,7171,0,4,0,214,0,1,44,0,6,6,0,1,0,0,0,30,0,0,43,2,156,90,40058,20753,17248,58195,18819,930,0,115,0,66743,37104,8028,43874,30347,65372,167,12520,42174,30744,3838,1198,105,35874,20957,17160,3035,1033,2
16,3,87550,0,22,87531,0,973,0,0,0,0,0,1,0,362,73,63,6369,6332,0,0,0,11505,0,354,0,137,0,153,131,0,8101,585,0,4,0,5,0,0,44,0,8,7,1,0,0,0,0,38,0,0,44,0,72,107,35281,30060,22212,312,13,1,0,1,0,0,0,390,106,2433,6444,6527,0,1,0,11784,1,338,0,197,11,158,316,1,8315,7320,0,4,0,6,0,0,41,1,5,8,0,2,0,0,0,47,1,0,39,2,74,144,45209,22953,19391,70548,16005,876,0,124,1,74970,48755,13703,56712,37075,73694,189,13670,40334,42885,3392,840,102,34129,32683,17296,2788,657,2
17,1,61032,0,25,61008,0,1288,0,0,0,0,0,0,0,396,166,57,247,5665,0,0,0,7665,0,361,0,116,2,136,134,0,5729,568,0,4,0,5,0,0,59,0,0,5,0,0,1,0,0,41,2,0,12,0,117,90,22701,22476,15856,337,13,1,0,0,0,1,0,409,208,1590,298,5818,0,0,0,8086,1,361,0,244,14,138,372,0,5953,7359,0,4,0,5,2,0,73,0,0,4,0,0,1,0,0,22,1,0,13,1,119,126,31791,16317,12925,44983,14739,1209,0,102,2,49910,27176,6736,35158,23321,49882,137,11014,34157,23997,2217,578,84,29553,15757,13556,1822,345,1
18,22,71502,0,48,71476,0,966,0,0,0,0,0,0,0,364,45,40,397,6340,0,0,0,9663,0,326,0,130,7,158,139,0,8476,527,0,4,0,8,0,0,67,0,0,4,2,1,1,0,1,28,1,0,37,0,63,153,27733,26010,17781,313,12,0,0,0,0,0,0,366,91,1252,484,6479,0,0,1,9913,0,317,1,232,20,148,321,0,8480,7263,0,4,0,9,0,0,83,15,0,4,2,1,0,0,0,11,0,0,34,1,60,168,36395,18763,16366,53400,17137,880,0,107,0,60566,34651,7813,40998,28717,56705,131,14688,38693,28602,3418,671,140,30998,19936,17226,2765,599,1
19,1,73608,0,26,73583,0,943,0,0,0,0,0,0,0,376,104,67,798,6500,2,0,0,10684,1,360,0,145,17,207,161,0,6347,378,0,12,0,5,0,0,71,1,10,82,0,0,0,4,6,34,1,4,52,0,164,62,27277,28620,17712,307,12,1,0,0,0,2,0,393,150,713,858,6740,0,0,1,11128,3,347,0,238,42,222,368,0,6367,7100,0,7,0,6,0,0,60,6,5,4295,0,0,0,0,0,20,0,1,38,0,163,70,35632,23024,14953,56903,15734,858,0,114,0,58888,33318,6957,43202,27192,62427,199,10983,42026,27819,2929,758,77,36564,19566,14208,2659,612,1
20,2,96221,0,29,96194,0,922,0,0,0,0,1,0,1,340,97,77,1641,14659,0,0,0,12225,0,579,0,141,9,284,115,0,8768,557,0,4,0,8,0,0,54,0,14,8,0,1,0,0,0,46,0,0,48,0,215,73,40550,32028,23645,281,13,0,0,0,0,0,1,341,133,749,1692,15094,0,1,0,12249,0,551,0,201,18,270,318,0,8773,7348,0,10,0,9,1,0,53,0,6,8,0,1,0,0,0,19,0,0,45,0,180,96,48557,25155,22511,61947,33328,825,0,123,0,85937,42345,7985,47610,34510,79174,173,16876,55333,34368,5096,1235,191,45370,25980,19807,4047,1019,1
21,10,74159,0,27,74142,0,1123,0,0,0,0,0,0,0,351,123,58,1060,7478,0,0,0,10377,0,347,0,126,2,179,156,0,7872,423,0,4,0,4,0,0,67,1,10,3,3,0,0,0,0,28,1,1,53,0,149,77,29837,25953,18379,319,21,0,0,1,0,2,0,389,185,1264,1129,7734,1,0,0,10570,2,339,0,223,12,172,301,3,7941,7175,0,7,0,4,0,0,57,0,5,4,3,1,0,0,0,28,0,0,42,0,151,204,38366,20023,15780,55070,17944,1041,0,114,0,63212,35003,7527,41283,28217,61687,180,12302,40665,29447,3115,855,87,35090,18816,16803,2820,640,1
22,0,77625,0,22,77603,0,1048,4,0,0,0,0,0,164,346,131,83,322,7160,0,0,0,10302,0,362,0,178,106,201,131,0,8779,587,0,4,0,5,0,0,72,1,3,5,1,0,4,0,1,179,0,1,53,0,81,121,30077,27959,19589,314,28,1,0,0,0,2,162,349,164,1457,356,7316,0,0,1,10266,0,346,0,234,123,196,273,0,8690,7363,0,7,0,7,0,1,68,1,2,6,3,0,4,0,0,91,0,1,42,0,93,229,38226,21788,17611,58092,18448,955,0,130,0,65920,36322,7579,43841,30764,63396,190,14039,42682,29642,4297,872,132,35797,19537,18173,3300,818,1
23,6,84752,0,27,84731,0,1447,1,0,0,0,0,0,0,41,140,59,2255,10640,0,0,0,10735,0,375,0,121,6,141,134,0,7798,458,0,8,2,12,0,0,71,0,0,6,0,0,1,0,0,8,0,1,59,0,387,59,34525,29255,20978,367,15,0,0,0,0,1,0,77,198,1252,2423,10835,0,0,0,10885,0,381,0,216,48,149,519,1,7945,7182,0,11,2,15,1,0,79,0,0,6,0,0,0,0,0,20,0,1,53,0,409,77,43098,23631,18029,58057,25238,1332,0,131,0,73955,37049,8800,44635,29393,70304,168,14286,48672,31045,3728,1155,158,40167,23086,17806,2881,817,2
24,2,97990,0,21,97971,0,1257,0,0,0,0,0,0,2,340,206,65,650,10540,0,0,0,12732,0,495,0,173,38,220,129,0,11629,540,0,5,0,13,0,0,111,0,7,36,1,0,0,0,1,423,0,0,62,0,562,60,39259,32556,26177,281,16,0,0,0,1,1,2,347,301,2097,871,10749,0,2,0,13448,0,455,0,283,74,208,435,1,12207,7301,0,4,0,15,0,0,116,0,6,31,1,0,0,0,1,212,0,0,65,0,555,71,49667,25433,22892,72166,24546,1160,0,120,0,85785,49187,8413,56532,42331,80519,171,17302,49980,39432,6737,1657,186,41946,24416,25184,5273,1173,1
25,0,86096,0,22,86074,0,1514,1,0,0,0,0,0,1,419,263,43,437,9624,0,0,0,10864,0,379,0,137,12,181,135,0,8184,534,0,11,0,6,0,0,42,0,0,6,1,0,0,0,0,32,1,0,42,2,555,100,32952,33605,19539,417,12,1,0,0,1,2,0,424,3936,1427,562,11638,0,0,0,10687,1,369,0,198,35,178,427,0,8192,7286,0,13,0,7,0,1,42,0,0,6,1,0,0,0,0,16,1,0,35,2,556,148,46358,23063,16675,59720,24819,1422,0,135,0,71014,35205,7448,45653,28663,69667,206,16223,52040,28965,3756,1186,149,44085,20556,17747,2881,827,1
26,1,115346,0,28,115319,0,1213,2,0,0,0,0,0,3,346,99,49,16420,7314,0,0,0,11862,0,417,0,133,1,154,117,0,9719,614,0,4,0,12,0,0,92,0,9,4,1,1,0,1,2,43,0,0,59,0,147,101,48662,36560,30125,283,27,1,0,0,0,0,4,357,133,1192,16662,7457,0,0,1,12102,0,398,0,212,11,143,422,27,9873,7350,0,5,0,12,0,0,79,2,6,4,1,1,0,0,1,60,0,0,37,0,352,139,57214,31175,26958,95073,19024,1111,0,139,1,103414,55612,24390,79128,49473,85230,171,29946,60436,49195,4502,1044,170,37225,54386,18883,4035,818,2
27,4,95463,0,31,95436,0,981,6,0,0,0,0,0,9,383,258,46,1133,10916,0,0,0,13759,0,737,0,122,4,172,139,0,9849,446,0,4,0,40,0,0,102,0,1,0,2,1,0,1,1,422,0,0,40,3,409,40,39220,29845,26402,360,27,0,0,0,0,2,5,383,517,1490,1254,11311,0,0,1,13719,1,666,2,216,17,182,332,1,10100,7202,0,4,0,35,0,1,115,0,1,2,3,1,0,1,1,271,0,2,45,2,398,145,48422,23100,23945,69096,25377,901,0,93,0,84283,47591,7727,55381,41846,80486,158,14823,47593,40038,6071,1533,232,40318,25717,23179,4970,1283,1
28,0,94467,0,31,94436,0,998,0,0,0,0,0,0,60,368,115,48,436,8281,0,0,0,13270,0,584,0,128,6,304,129,0,12029,581,0,9,0,10,1,0,98,0,9,7,3,0,0,1,0,52,2,0,81,0,145,101,37542,30286,26639,289,16,1,0,1,0,0,60,377,148,1710,500,8625,0,1,2,13869,1,548,0,201,17,305,371,11,12395,7321,0,10,0,10,0,0,110,0,5,6,3,0,0,1,0,53,1,0,63,0,149,173,47365,23665,23437,72027,21415,926,0,99,2,82271,46663,8095,53128,39131,77567,204,16696,49843,37520,5695,1297,112,42512,23079,23013,4797,1066,1
29,2,84002,0,24,83980,0,932,1,0,0,0,0,0,1,368,118,35,519,7732,0,0,0,12040,0,389,0,135,4,289,131,0,10138,677,0,5,0,10,0,0,104,0,14,6,1,0,2,1,1,14,0,0,52,0,43,53,33716,28365,21923,312,20,0,0,1,1,0,1,356,230,1690,652,7834,0,1,0,12135,0,356,0,193,16,288,321,0,10034,7402,0,5,0,18,0,0,109,1,5,7,0,0,1,0,0,10,0,1,35,0,45,92,42394,21864,19746,64077,18971,835,0,121,0,72017,40692,7456,46953,34516,68599,135,15270,45806,32380,4475,1219,124,37865,21365,20175,3620,979,1
30,0,72967,0,17,72950,0,1080,3,0,0,0,0,0,0,299,108,58,1663,7674,0,0,0,9493,0,271,0,114,1,163,124,0,7207,415,0,4,0,9,0,1,54,1,1,4,0,0,0,1,0,20,0,1,32,0,140,102,28838,26177,17952,355,17,0,0,0,0,5,0,309,137,881,1737,7769,0,0,0,9634,0,268,0,205,11,150,315,24,7340,7123,0,6,0,10,0,1,49,3,1,4,0,0,0,1,0,11,0,0,27,0,147,135,36792,20830,15345,53473,18382,977,0,135,0,62423,34032,8429,41116,27185,60243,157,12567,40161,29139,2769,819,79,33204,20440,16133,2635,555,2
31,4,94066,0,24,94046,0,886,0,0,0,0,0,0,0,187,191,46,1058,10693,0,0,1,13068,0,606,0,138,7,336,106,0,11726,348,0,5,0,6,0,0,82,0,8,2,1,1,0,0,0,37,0,1,65,5,163,97,39574,28712,25784,280,14,0,0,0,0,0,0,200,232,918,1187,10925,0,1,2,13593,2,563,0,187,14,324,289,0,11735,7169,0,6,0,7,0,0,184,1,5,2,2,0,0,0,0,48,0,1,58,3,166,130,48287,22813,22970,69788,23373,799,0,110,0,83047,47575,8958,53036,38858,79860,153,14057,48581,38816,5261,1292,120,41451,23513,23335,4741,1030,1
32,0,98791,0,29,98762,0,964,0,0,0,0,0,0,1,351,50,90,543,10242,0,0,0,14732,0,576,0,188,5,233,141,17,10701,518,0,5,0,6,0,0,84,0,5,138,5,0,0,0,0,447,1,0,50,0,35,92,39536,33513,25742,328,17,0,0,0,1,0,1,363,130,2821,610,10699,0,0,0,14455,1,531,0,309,14,234,277,18,10936,7348,0,6,0,6,0,0,89,0,5,135,2,0,0,0,0,271,1,0,47,0,65,100,49683,25153,23955,72774,25044,880,0,93,0,85887,49230,8645,57794,42984,78452,146,20193,50558,41130,5592,1291,220,41474,26700,24317,5207,1093,1
33,3,75620,0,20,75603,0,1175,6,0,0,0,0,0,16,326,136,63,401,6670,0,0,0,12902,0,378,0,158,10,117,142,0,7642,519,0,8,0,8,0,0,68,0,3,7,0,1,1,0,2,19,0,0,35,0,466,109,30821,27026,17776,363,20,0,0,1,0,0,8,334,164,1402,445,6755,1,0,0,12623,0,356,0,209,73,112,419,0,7547,7229,0,10,0,9,0,1,60,0,2,9,0,2,1,0,1,10,0,0,33,0,464,134,38549,21670,15404,57798,16617,1099,0,109,3,64593,35177,7296,41743,29289,61109,153,14361,43921,27821,2860,846,175,34521,21526,16777,2195,604,1
34,0,75073,0,29,75044,0,982,0,0,0,0,0,0,14,326,102,45,347,6423,0,0,0,11675,0,308,0,93,18,188,127,0,8177,502,0,5,0,8,0,0,70,0,10,6,0,2,0,0,0,30,2,1,67,0,59,94,29495,26442,19136,308,12,0,0,0,0,1,10,338,159,1195,748,6890,0,0,1,11668,0,298,1,204,37,171,267,4,8106,7262,0,11,0,20,0,0,61,0,8,5,0,2,0,0,0,41,1,0,55,1,67,104,38256,20076,16741,57811,16242,884,0,136,0,63543,36580,7157,43821,30922,61534,142,13397,40121,30258,3728,845,121,33934,20097,17333,3009,700,1
35,1,83219,0,31,83189,0,870,1,0,0,0,0,0,0,282,116,30,1023,10272,0,0,0,10204,0,515,0,117,5,258,136,0,7488,440,0,4,0,5,0,0,56,0,5,2,0,0,0,1,0,33,0,2,38,0,331,46,31931,29050,22239,249,22,0,0,0,0,0,0,300,235,2020,1047,11019,2,1,0,11009,0,469,0,181,19,272,251,0,7622,7179,0,6,0,5,1,0,55,1,6,25,0,0,0,1,0,46,1,2,29,0,383,95,42526,22990,17704,57176,25169,804,0,71,0,70511,36854,7530,46082,31483,67914,162,15144,46141,31653,4048,1204,174,38437,22609,18112,3007,1055,1
36,0,101332,0,22,101310,0,1090,2,0,0,0,0,0,1,289,282,53,1787,10685,0,0,0,12534,0,622,0,140,9,248,139,0,10297,480,0,9,2,12,0,0,116,1,15,4,3,0,0,0,0,54,1,0,54,0,193,61,38890,37110,25332,281,12,0,0,0,0,5,2,305,3970,1240,1777,10937,0,0,0,12651,0,558,1,193,16,235,347,0,10413,7239,0,11,2,13,0,0,218,4,6,45,3,1,0,0,0,30,1,0,49,4,199,86,50958,29055,21319,71470,28748,1012,0,102,0,86637,44604,8742,53502,36652,83202,216,17914,58937,36116,4796,1320,163,45616,30009,20496,4139,1072,1
37,2,84439,0,15,84426,0,909,0,0,0,0,0,0,2,366,104,41,950,9525,0,2,0,10966,0,564,0,126,10,284,137,0,10012,414,0,8,0,50,0,0,63,1,11,5,3,2,0,0,0,26,0,1,50,0,169,68,34617,27643,22181,325,14,1,0,1,0,1,2,366,137,915,1001,9857,1,1,0,11317,1,520,0,217,19,280,346,0,10134,7170,0,10,0,33,0,1,159,3,6,30,3,2,0,0,0,35,0,1,48,4,177,85,43223,21883,19335,61334,22171,825,0,111,0,73586,39717,8179,45120,31928,71730,114,12597,46879,32380,3992,1090,100,39710,21069,19276,3547,838,1
38,4,76576,0,21,76559,0,1182,0,0,0,0,0,0,7,374,67,81,406,6297,0,0,0,11286,0,382,0,106,2,164,141,0,9186,576,0,5,0,7,1,0,37,0,8,3,0,0,0,0,0,25,0,1,37,1,55,78,30415,26339,19826,347,14,0,0,0,1,1,7,378,102,1866,464,6453,0,1,1,11382,0,381,0,197,14,165,358,1,9225,7338,0,6,0,12,0,0,38,0,6,5,0,0,0,0,0,20,0,0,27,0,58,128,39217,20386,16977,59934,15433,1095,0,118,0,64661,38206,7293,45445,32659,62626,166,13788,39592,31709,4191,978,110,33883,19304,18947,3725,721,1
39,5,93858,0,31,93832,0,916,0,0,0,0,0,0,5,364,127,74,646,9453,0,0,0,13786,0,444,0,147,5,293,105,0,11534,600,0,5,0,249,0,0,106,1,9,6,1,2,1,0,0,24,1,0,54,0,24,62,38946,28733,26184,312,15,1,0,0,0,1,5,364,157,1891,586,9863,0,0,0,13684,0,418,0,195,48,263,307,8,11748,7359,0,7,0,252,0,1,101,0,6,7,1,2,1,0,0,14,1,0,52,0,30,88,48021,22246,23596,70890,22036,827,0,110,0,81894,48462,8551,54897,41453,77834,184,15845,47940,38455,6038,1294,136,39580,24858,23275,5050,1100,1
40,2,87629,0,24,87607,0,1201,0,0,0,0,0,0,1,346,116,53,453,7122,0,0,0,13531,0,321,0,153,10,211,130,0,10102,446,0,4,0,15,0,0,68,1,9,4,0,0,0,0,1,477,1,0,70,1,218,89,34366,29019,24246,384,17,0,0,0,1,1,1,355,839,988,473,7330,0,0,0,13911,0,318,0,229,20,196,360,1,10396,7171,0,5,0,14,0,1,61,1,5,4,0,1,0,0,0,242,1,0,45,3,348,114,43630,23056,20945,67909,18490,1122,0,110,0,75546,43975,7691,50602,37777,72420,217,14994,45763,36012,4594,1124,138,38350,24249,20337,3752,943,1
41,7,82844,0,31,82820,0,1073,0,0,0,0,0,0,0,321,126,75,424,7006,0,0,0,11423,0,318,0,138,3,249,165,0,9711,649,0,4,2,5,0,0,85,0,8,10,3,1,1,0,1,26,0,0,50,0,109,75,31854,28084,22913,325,12,0,0,0,0,3,0,329,1764,1711,517,7128,0,0,0,11586,0,303,0,204,15,234,408,0,9919,7384,0,10,2,5,0,0,92,1,5,10,3,1,1,0,1,16,0,0,47,1,59,211,42407,21700,18744,64503,17239,981,0,128,1,68558,41035,8333,50403,34444,66640,152,16059,43505,33207,4859,1157,123,36165,20732,20901,4143,910,2
42,5,77532,0,31,77506,0,1494,0,0,0,0,0,0,0,417,154,79,410,5925,0,0,0,11084,0,289,0,125,1,200,151,0,9322,536,0,6,0,8,0,0,95,1,7,6,0,0,0,0,0,22,1,0,57,0,41,88,30383,27677,19477,263,27,0,0,0,1,1,0,398,219,3164,518,6115,2,0,0,10966,1,261,0,167,14,195,581,0,9092,7308,0,9,0,8,0,1,68,2,5,7,0,0,0,0,0,14,2,0,45,0,42,114,40098,21131,16308,60772,15238,1428,0,99,0,63918,37917,7615,45948,31415,61322,147,16068,41239,31498,3736,956,108,35165,20848,18157,2745,622,1
