,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
10,21,103208,0,22,103207,0,1111,1,0,0,0,0,0,13,353,172,41,834,11281,0,0,0,15694,0,723,0,177,9,248,157,0,10514,489,0,8,0,19,0,0,117,1,1,2,1,0,0,0,1,9,0,2,55,1,496,139,42098,35297,25834,372,24,0,0,0,21,25,13,358,273,1719,908,11526,0,1,0,15906,2,639,0,261,18,249,286,1,10464,7275,0,15,0,23,1,1,105,2,0,6,3,0,0,1,1,5,1,2,56,0,511,156,51043,28928,23258,74597,27504,1041,0,87,0,91830,51017,8304,58079,44575,85398,208,17623,53320,41982,6365,1366,196,43521,29679,23494,5388,1147,1
11,18,73950,0,20,73948,0,806,0,0,0,0,0,0,0,93,48,73,861,8461,0,0,0,10036,0,337,0,120,5,179,113,0,7500,595,0,8,0,7,0,0,61,0,12,4,2,2,2,0,0,19,3,0,47,0,111,78,29422,26783,17763,297,12,0,0,0,0,1,0,96,73,793,1165,8645,1,0,0,9965,0,329,0,174,37,174,309,0,7444,7314,0,5,0,8,0,1,56,1,5,4,1,1,2,0,0,11,3,0,45,0,121,83,37265,20335,16368,52373,20760,702,0,133,0,63405,33449,8097,39318,27275,61060,109,12799,41816,28414,2792,821,125,34643,20243,15980,2460,642,1
12,5,62194,0,19,62180,0,869,1,0,0,0,0,0,0,372,92,78,2081,5282,0,0,0,7145,0,326,0,102,3,153,128,0,5646,613,0,15,0,7,0,0,56,0,0,10,0,0,0,0,0,7,3,1,26,0,94,62,23038,23620,15541,284,14,0,0,1,0,1,0,384,117,3269,2130,5471,0,0,1,7371,0,317,0,167,20,142,402,0,5689,7370,0,15,0,8,0,0,63,3,0,6,0,0,0,0,0,4,1,1,27,1,95,131,33669,16240,12290,47480,13825,777,0,117,0,49506,28211,8234,37726,22875,50161,123,11915,34826,25256,1615,457,45,29738,18499,12461,1165,336,2
13,8,76630,0,34,76604,0,1487,0,0,0,0,0,0,0,344,101,59,800,7706,0,0,0,9015,0,343,0,123,20,152,130,0,6957,500,0,30,2,9,0,0,57,0,1,568,1,0,0,0,1,23,0,0,27,0,2,120,27917,31715,17006,364,12,2,0,0,0,0,0,346,125,1392,947,8539,0,0,1,9052,0,339,1,202,31,152,563,0,7152,7252,0,34,2,9,0,0,49,0,1,562,1,0,0,0,1,11,1,0,25,0,1,147,37123,24251,15264,50635,24484,1386,0,133,0,65962,32960,7954,39968,27859,61654,207,14777,44296,29230,2559,458,95,32160,25666,16378,2068,365,2
14,4,65504,0,29,65479,0,918,0,0,0,0,0,1,3,524,100,34,495,6565,0,0,0,7485,0,334,0,127,4,130,155,0,6016,535,0,4,0,8,0,0,33,0,2,6,4,1,1,0,1,38,1,0,30,0,71,61,23554,26723,15231,290,12,1,0,0,0,0,3,516,3597,874,656,6675,0,0,0,7677,0,320,0,192,64,139,302,0,6275,7229,0,4,0,8,0,0,28,0,2,5,2,1,0,0,1,21,1,0,25,0,73,138,35421,16313,13774,46675,17889,826,0,118,0,52341,27299,7023,37751,23272,49324,128,16056,38944,24107,1955,423,79,32057,17551,13890,1700,309,1
15,1,96458,0,23,96436,0,1366,0,0,0,0,0,0,1,339,70,33,1419,13410,0,0,0,12706,0,566,0,152,86,247,122,0,9011,531,0,5,0,8,0,0,67,0,2,5,1,1,0,0,0,372,2,0,66,0,4,79,40268,31291,24900,341,12,1,0,1,0,0,1,352,99,1074,1440,13563,0,0,0,12883,2,542,3,266,94,230,499,0,9201,7262,0,5,0,10,0,0,62,0,2,5,1,1,0,0,0,192,1,0,50,1,3,89,48435,24698,23326,64720,30347,1278,0,114,0,85799,44666,8579,50411,36919,79414,157,16888,52800,37642,4856,1019,142,43505,27060,21257,3845,792,2
16,1,101269,0,30,101240,0,963,0,0,0,0,5,3,1,336,131,27,2171,10143,0,0,0,14512,0,516,0,138,1,184,179,0,11914,438,0,6,0,8,0,0,158,1,5,4,0,0,0,0,0,537,1,0,49,3,277,91,41940,32960,26370,363,16,0,0,0,4,4,0,357,269,1072,2263,10829,0,1,0,14737,0,467,1,279,15,192,306,0,12369,7224,0,8,0,12,0,0,176,2,5,3,0,0,0,0,0,316,0,0,51,5,265,122,51389,26293,23588,76187,24098,883,0,102,3,90387,52798,10581,60408,45373,82603,180,18487,50757,42638,6503,1184,188,41248,26810,27157,5073,982,2
17,2,73493,0,24,73471,0,1408,1,0,0,0,0,0,6,369,181,57,672,7456,0,0,0,9655,0,410,0,175,12,173,144,0,6996,460,0,5,0,8,0,0,55,0,10,8,0,0,0,0,0,28,0,1,45,0,382,72,28331,27750,17414,369,20,0,0,0,47,0,6,368,463,1747,991,7807,0,0,0,9778,0,410,0,280,32,188,335,0,6863,7185,0,4,0,7,0,0,42,0,6,14,0,0,0,0,0,17,0,0,40,0,437,120,37604,21198,14693,52868,19189,1324,0,114,0,61482,32383,6718,38792,25582,59896,182,13417,43094,26966,2753,610,72,35966,20073,14941,2113,402,1
18,4,102737,0,24,102717,0,1196,2,0,0,1,1,0,8,395,69,40,719,11845,0,0,0,14067,0,523,0,136,2,305,170,0,11475,577,0,4,1,10,1,0,135,0,8,6,6,0,0,0,0,408,1,0,46,1,67,115,41801,33243,27697,421,40,0,0,1,0,0,8,447,108,1750,783,12234,0,0,1,14383,2,508,0,269,12,288,306,0,11530,7340,0,5,0,13,0,0,103,0,6,5,3,0,0,0,0,209,0,0,48,1,180,133,51168,26598,24975,73857,27670,1112,0,102,0,90529,49468,8329,58714,43801,86593,167,15981,53358,40885,6688,1573,237,44475,27103,24377,5487,1299,1
19,1,72971,0,29,72943,0,980,0,0,0,0,0,0,0,320,122,45,894,7346,0,0,0,7714,0,316,0,121,289,145,168,0,7262,478,0,4,0,89,0,0,113,1,10,4,1,0,0,0,1,86,0,0,36,0,46,80,26485,29399,17088,284,12,0,0,1,1,0,0,330,140,1067,1066,7525,0,0,0,7796,1,313,1,268,301,151,347,1,7515,7196,0,10,0,90,0,2,106,1,5,31,1,0,0,0,0,4748,0,0,34,0,52,93,34988,22376,15608,52492,19468,902,0,110,0,57742,30421,7420,41359,24693,56303,131,16538,44104,26356,1934,503,75,36722,19081,15226,1566,377,1
20,0,24689,0,4,24685,0,281,1,0,0,0,0,0,0,146,54,19,301,2287,0,0,0,3649,0,86,0,26,0,41,39,0,2390,180,0,4,0,3,0,0,30,0,0,5,0,0,0,0,0,13,0,0,16,0,46,26,9557,8980,6152,52,14,0,0,0,0,0,0,141,76,696,326,2300,0,0,0,3901,0,89,0,60,4,53,106,2,2510,2665,0,6,0,3,1,1,29,0,0,5,0,0,0,0,0,20,0,0,13,0,64,36,13209,6518,4962,18784,5623,271,0,11,1,20467,12347,2825,16009,11083,20117,42,4530,12020,10671,1569,352,77,10087,6611,6533,1139,319,1
21,0,89134,0,18,89116,0,1051,0,0,0,0,0,0,0,321,118,62,1473,8872,0,0,0,12698,0,2024,0,168,6,161,109,0,8394,423,0,10,0,15,0,0,101,1,2,6,0,0,0,0,0,164,0,2,52,0,277,73,36107,31145,21882,303,21,0,0,0,0,2,0,340,187,1720,1736,8994,0,1,1,12549,4,2576,0,297,17,162,312,0,8662,7139,0,11,0,18,0,0,92,0,2,6,0,0,0,0,0,86,1,2,45,0,305,95,45702,24651,18781,67320,20734,965,0,115,0,75717,41577,9238,49689,34367,69831,225,19078,50873,33698,3586,824,153,40972,26649,18150,2694,669,2
22,5,89709,0,26,89688,0,958,0,0,0,0,0,0,0,334,125,42,1190,11853,0,0,0,11423,0,261,0,143,5,203,133,0,9862,547,0,4,0,14,0,0,46,0,5,5,3,1,0,1,2,30,0,0,45,0,66,67,37217,29454,23043,307,12,1,0,0,0,1,0,343,189,533,1443,12053,0,0,0,11365,0,257,0,197,13,190,307,0,10020,7312,0,6,0,14,0,0,41,0,5,4,4,1,0,0,1,17,1,0,33,1,73,89,45047,22385,22282,60607,28126,873,0,108,0,79576,39904,8948,44528,33604,74383,148,15183,51931,32859,3736,1036,152,43307,23309,19161,3168,769,1
23,0,84658,0,25,84633,0,1539,2,0,0,0,0,0,0,338,86,86,578,9215,0,0,0,10629,0,532,0,161,5,221,131,0,9195,611,0,4,0,19,0,0,75,1,14,114,0,0,0,1,1,413,0,1,50,0,142,93,33544,28091,23023,406,13,0,0,0,0,0,0,353,164,1440,625,9861,0,0,0,11082,1,496,0,289,15,228,482,0,9381,7380,0,4,0,18,0,0,77,4,6,158,0,0,0,1,0,207,0,0,34,0,213,121,42800,21585,20273,60527,22566,1452,0,113,0,73270,38502,7869,44685,31460,70973,190,13495,47363,31560,4134,1474,127,40010,21824,18482,3367,975,1
24,1,93685,0,23,93663,0,1031,0,0,0,0,0,0,0,369,69,63,6174,7366,0,0,0,10922,0,354,0,145,2,150,143,0,7536,598,0,4,0,10,0,0,102,0,7,5,1,0,0,3,0,37,0,0,68,1,75,73,35138,36285,22263,298,12,2,0,1,0,0,0,384,95,1874,6210,7486,0,0,0,11355,0,345,0,207,14,155,330,1,7821,7364,0,4,0,11,0,0,103,1,5,6,0,0,0,1,0,48,0,0,54,2,80,106,44685,29193,19808,66967,25661,930,0,128,2,81910,46378,12911,53933,35090,72805,152,20729,48595,40565,3523,873,130,34613,38646,16956,2726,745,2
25,0,65357,0,20,65337,0,779,0,0,0,0,0,0,0,321,100,32,520,5425,0,0,0,9663,0,335,0,146,9,129,136,0,7257,533,0,4,0,7,0,0,54,1,5,2,2,0,1,0,0,27,0,0,27,0,37,87,25521,23482,16354,257,12,1,0,0,0,0,0,335,142,765,580,5664,0,1,1,9735,0,328,0,343,16,139,249,0,7396,7270,0,4,0,8,1,0,64,3,5,35,4,0,1,0,0,14,0,0,25,0,37,108,33659,17248,14450,50408,14139,709,0,101,0,55307,33022,7313,38380,27307,54340,120,10897,34550,27800,2179,746,82,28497,18855,15454,2050,501,1
26,5,105608,0,25,105588,0,919,0,0,0,0,0,0,8,321,666,48,1236,13283,0,0,1,13704,0,741,0,151,6,226,105,0,10221,579,0,5,0,7,0,0,110,1,6,67,3,1,1,1,0,52,0,0,31,0,21,60,42416,34414,28783,227,16,1,0,27,0,1,8,334,5479,1518,1313,13901,0,1,1,13701,1,679,0,227,16,229,317,2,10440,7351,0,7,0,12,2,0,90,1,5,62,1,1,1,1,0,57,0,0,44,0,28,79,56415,24851,24347,74722,29964,849,0,78,0,89454,49155,8623,62413,43352,85413,154,20046,56158,41481,6410,1396,168,45360,29540,24128,5408,1177,1
27,5,67435,0,19,67421,0,1288,0,1,0,0,0,0,0,330,118,52,1054,7003,0,0,0,8728,0,438,0,127,4,129,148,0,6337,566,0,9,0,5,0,0,76,0,1,1,0,0,0,0,0,12,0,0,16,0,95,105,26515,25271,15654,351,12,2,0,0,0,1,0,335,146,1764,1192,7305,0,0,0,8706,0,430,0,178,55,128,515,0,6387,7317,0,23,0,4,1,0,81,0,0,2,0,0,0,0,0,6,0,0,17,0,101,126,35506,18656,13278,48562,17558,1218,0,102,0,56076,29444,7198,37446,24437,55502,161,11777,38460,25055,3041,809,75,32695,17419,14761,2028,537,2
28,3,70397,0,23,70377,0,884,0,0,0,0,0,0,0,340,69,62,576,7446,0,0,0,8575,0,348,0,219,2,275,175,0,7335,545,0,4,0,23,0,0,97,1,12,5,0,0,0,0,0,42,0,0,39,0,60,53,27053,24290,19057,290,13,0,0,0,0,10,0,349,116,3096,703,7534,0,0,0,8825,0,332,1,337,12,195,380,0,7403,7267,0,4,0,24,0,0,95,2,5,34,0,0,0,0,0,25,1,0,34,0,56,85,37420,17047,15933,52033,17454,787,0,126,1,57862,31425,6363,38916,25768,57249,147,13004,40668,26434,2449,741,108,34838,17746,15227,2064,525,1
29,2,63124,0,26,63100,0,1453,0,0,0,0,0,0,4,47,92,33,515,7248,0,0,0,8055,0,330,0,118,3,205,116,0,6014,506,0,4,0,14,0,0,29,1,0,6,0,0,0,0,0,20,1,2,18,2,409,90,24855,23752,14519,371,12,1,0,0,37,1,0,69,148,1335,950,7426,1,0,0,7835,0,328,1,236,14,188,355,0,6015,7217,0,6,0,14,1,0,30,1,0,6,0,1,0,0,0,11,0,1,22,1,398,141,33334,17662,12130,44700,16947,1358,0,121,0,52360,27250,6481,34795,22991,51341,176,11609,36311,24502,1812,431,70,31048,17038,13425,1302,313,1
30,0,97729,0,24,97705,0,1402,1,0,0,0,0,0,0,321,127,39,1499,10572,0,0,0,13584,0,450,0,148,3,211,163,0,11462,394,0,9,0,12,0,0,115,1,6,4,1,0,0,2,2,77,1,0,68,1,294,88,40599,30901,26229,319,29,0,0,0,0,0,0,331,176,994,1556,10863,1,0,0,13972,2,423,1,275,18,206,445,0,11916,7157,0,23,0,15,0,0,97,0,5,4,1,1,0,1,1,71,1,0,62,2,287,137,49351,24983,23395,71052,25247,1327,0,103,0,86905,48453,9540,54871,40945,81969,172,15588,50174,39450,6431,1513,161,41552,26030,23733,5231,1183,2
31,4,72396,0,30,72370,0,650,2,0,0,0,0,0,0,355,48,35,921,9513,0,0,0,9100,0,415,0,121,39,136,101,0,6353,593,0,4,0,11,0,0,48,0,0,2,0,0,1,0,0,9,0,0,12,0,11,77,28536,27778,16086,164,12,0,0,0,0,0,0,343,91,723,974,9744,0,0,1,9270,0,400,0,205,49,139,422,0,6566,7320,0,5,0,13,0,0,41,0,0,2,0,0,1,0,0,4,0,0,11,0,8,172,36874,21459,14067,49886,21844,598,0,72,0,60771,31749,7694,39580,26715,59787,116,12497,41983,27819,2184,353,61,34567,19880,15934,1746,273,1
32,8,96717,0,25,96700,0,1068,0,0,0,0,0,0,2,343,126,49,714,8196,0,0,0,14585,0,577,0,139,13,254,138,0,10951,592,0,6,0,9,0,0,108,1,8,33,4,0,0,0,1,10,1,4,70,1,92,71,37944,32618,26163,360,17,0,0,0,0,0,2,361,170,1364,760,8273,1,0,0,14611,1,550,0,203,48,259,387,0,10862,7386,0,12,0,10,0,0,115,1,5,3685,4,0,0,0,1,6,1,4,47,1,96,100,46205,26548,23972,74860,20756,979,0,130,0,81468,48293,8522,58871,41405,77102,157,19466,50688,38989,5666,1253,129,42045,25610,22988,5025,1057,2
33,8,103672,0,23,103657,0,891,1,0,0,0,0,0,0,326,207,50,1014,12664,0,0,0,14815,0,684,0,111,10,232,109,0,10702,517,0,8,2,179,0,0,121,0,1,7,0,1,1,1,0,340,2,0,65,0,333,42,42740,34528,26412,225,19,0,0,0,1,1,0,347,288,1797,1107,12999,0,0,2,15271,0,635,1,171,16,227,330,0,10888,7301,0,14,2,180,0,1,121,0,0,10,1,2,1,1,0,174,2,0,55,0,335,83,52487,27881,23312,73387,29382,828,0,83,0,92113,50054,8744,57527,43072,86474,143,17063,54911,40462,6660,1435,212,45690,27335,24015,5382,1258,1
34,11,75152,0,20,75143,0,1397,1,0,0,0,0,0,9,50,157,62,492,7974,0,0,0,10906,0,397,0,129,6,143,147,0,6323,499,0,6,0,89,0,0,51,0,0,1388,1,0,0,0,1,32,0,0,11,1,391,107,28925,28427,17811,395,13,0,0,1,29,1,3,66,289,1799,993,8368,0,0,2,10808,1,383,1,197,14,146,377,0,6516,7204,0,13,0,91,0,0,52,0,0,1388,0,0,0,0,0,17,0,0,12,0,396,142,38481,21622,15060,54827,18911,1333,0,92,2,63761,36253,7192,44502,30712,61639,171,13353,39815,32937,1739,618,54,33409,24005,15911,1506,332,1
35,2,69267,0,22,69247,0,927,2,0,0,0,0,0,0,143,124,60,755,7551,0,0,0,9672,0,395,0,111,3,115,198,0,6468,477,0,5,0,12,0,0,31,11,8,2,2,2,1,0,0,20,1,1,25,1,477,45,27154,24999,17116,316,13,1,0,0,0,1,0,150,256,2201,886,7688,0,0,0,10195,2,395,0,249,13,152,311,0,6534,7225,0,5,0,12,0,0,27,5,5,37,3,2,1,0,0,16,1,0,30,1,513,81,37080,18144,14045,50008,18307,840,0,114,1,57733,33129,6996,42300,29280,57139,123,12007,35160,29136,3667,1139,167,30431,19029,16166,2873,770,1
36,1,90008,0,18,89991,0,955,0,0,0,0,0,0,1,353,150,40,602,8827,0,0,0,12222,0,618,0,158,12,287,148,0,10105,613,0,5,0,7,0,0,123,0,7,7,0,0,0,0,0,36,1,1,48,0,363,69,35323,28247,26439,297,14,0,0,1,0,30,1,360,180,1875,649,9111,0,0,0,12586,1,558,0,238,25,269,374,0,10647,7360,0,7,0,7,0,0,103,0,7,8,1,0,0,0,0,22,1,0,40,0,581,123,45164,22076,22769,67060,21972,877,0,100,0,77664,42892,8096,49666,35362,76461,171,13377,48622,34613,5336,1308,130,41390,22783,20171,4562,1103,1
37,0,70662,0,34,70628,0,1052,0,0,0,0,0,0,1,335,106,66,1295,6960,0,0,0,9293,0,316,0,130,2,147,152,0,7082,363,0,4,0,7,0,0,59,1,0,6,2,0,1,0,1,27,0,1,41,2,153,129,27463,25626,17573,334,19,0,0,0,0,2,1,353,139,864,1340,7352,1,0,0,9449,1,301,0,225,15,134,333,16,7223,7173,0,5,0,9,0,0,44,2,0,6,0,0,1,0,0,15,0,1,35,2,166,164,35839,20003,14820,52027,17558,959,0,118,0,60000,32676,8147,39293,25950,59099,176,11387,38942,28089,2742,803,86,33107,19569,14946,2478,562,2
38,2,60461,0,26,60437,0,971,2,0,0,0,0,0,0,394,148,54,307,5931,0,0,0,7736,0,357,0,117,4,146,144,0,5380,597,0,4,0,12,0,0,47,0,0,3,0,1,0,0,0,8,1,0,19,1,112,70,22437,22701,15325,327,15,0,0,0,0,0,0,413,205,1606,388,6126,0,0,0,8291,0,351,0,250,15,158,223,0,5609,7374,0,4,0,12,1,0,78,1,0,2,0,1,0,0,0,5,0,0,18,1,116,107,31955,15955,12553,44402,15067,882,0,112,2,49033,26885,6467,35497,22725,49227,146,11090,34314,23829,1794,449,77,29436,16362,12557,1771,337,2
39,0,79024,0,22,79002,0,775,0,0,0,0,0,0,8,296,137,53,1213,10393,0,0,0,10549,0,345,0,119,10,128,113,0,7354,491,0,16,0,15,0,0,40,0,8,2,4,0,0,0,0,16,1,1,42,0,45,74,32146,26411,20467,212,12,0,0,0,0,1,4,301,219,773,1358,10486,0,0,1,11124,0,340,0,183,22,180,272,0,7536,7208,0,16,0,20,2,1,45,1,5,2,1,0,0,0,0,9,1,0,39,0,57,175,40779,19430,18815,53532,24695,723,0,74,0,69236,36771,8795,44159,30832,63274,129,15621,42408,31848,3818,867,83,34393,22166,18876,2850,739,1
40,2,76917,0,17,76902,0,1036,0,0,0,0,0,0,1,366,150,33,345,6560,0,0,0,11481,0,459,0,105,2,202,161,0,8746,538,0,4,0,6,0,0,62,0,6,6,0,0,0,0,0,47,1,0,65,0,47,86,30339,27074,19506,357,15,1,0,0,0,2,1,435,205,906,454,6852,0,1,0,11446,2,447,0,205,19,197,280,0,8744,7299,0,8,0,7,2,0,62,1,6,6,0,0,0,0,0,23,1,0,52,0,51,114,38422,20874,17623,59061,16795,939,0,124,0,66094,38419,7343,43908,32192,62521,149,14249,40604,31329,3941,924,121,33626,21483,18132,2946,732,1
41,1,96753,0,22,96732,0,1158,0,0,0,0,0,0,0,340,117,55,1634,14603,0,0,0,10669,0,538,0,160,7,227,107,0,9664,679,0,8,0,5,0,0,84,0,10,30,0,1,0,0,1,24,0,0,45,0,128,51,40149,32227,24378,304,14,0,0,0,0,1,0,351,157,1363,1661,14955,0,0,1,10845,0,501,0,220,12,230,392,13,10143,7434,0,9,0,6,0,0,96,2,6,32,0,1,0,0,1,14,0,0,44,1,123,71,49109,26113,21532,63373,32203,1060,0,118,0,85700,41908,8556,47054,34491,80097,171,16486,56200,33608,5594,1208,144,48106,23042,20490,4196,920,2
42,1,88851,0,25,88827,0,941,0,0,0,0,0,0,0,355,141,52,1146,11511,0,0,0,11644,0,486,0,111,6,266,117,0,9025,544,0,4,0,5,0,0,87,0,7,11,0,2,0,1,0,25,0,1,60,0,16,87,36505,29343,23004,355,12,0,0,1,0,1,0,367,206,1203,1219,11677,0,0,0,11884,0,452,0,174,15,252,312,0,9219,7338,0,14,0,6,0,0,77,0,5,10,2,2,0,1,0,12,0,0,53,0,21,121,45161,22891,20800,62379,25511,865,0,97,0,77864,40900,7950,47083,34120,73725,121,15006,49809,32615,5194,1111,123,41193,22753,20020,3934,952,2
